X Y H
#lines-591--598  
64764.44140625 11880.8349609375 2.25142025947571
64811.1015625 11923.294921875 2.07043862342834
64814.59765625 11945.1162109375 1.96950054168701
64836.23046875 11944.0322265625 2.12129354476929
64818.83984375 11933.4189453125 2.07052040100098
64831.39453125 11932.453125 2.12607502937317
64849.30859375 11944.541015625 2.16622924804688
64880.24609375 11900.9609375 2.47920989990234
64899.5703125 11936.681640625 2.30242514610291
64904.828125 11947.5009765625 2.33121943473816
64936.796875 11909.2529296875 2.77431678771973
64958.83984375 11914.4140625 2.82846069335938
65231.14453125 12037.376953125 2.40811657905579
65354.265625 12128.0361328125 2.62355470657349
65463.30859375 12160.3251953125 2.96375823020935
65456.5546875 12147.806640625 2.89718770980835
65475.55859375 12161.2578125 3.03610992431641
65920.9375 12332.693359375 3.75117659568787
65889.4921875 12332.814453125 3.84703040122986
65927.7734375 12321.1220703125 3.53018450737
65910.2890625 12332.9892578125 3.77208733558655
65925.6875 12344.083984375 3.7294979095459
65936.828125 12344.146484375 3.69164633750916
66113.1953125 12364.9521484375 3.19454908370972
66069.265625 12359.115234375 3.28571820259094
66077.8828125 12359.4365234375 3.26954340934753
66084.28125 12350.8701171875 3.30288195610046
66102.234375 12363.3505859375 3.2589418888092
66096.6953125 12351.712890625 3.29032015800476
66251.8203125 12371.00390625 2.6905300617218
66244.84375 12359.4921875 2.59322762489319
66251.03125 12347.9375 2.17045831680298
66244.7421875 12379.771484375 2.76922726631165
66361.375 12388.50390625 2.5839376449585
66602.1328125 12245.830078125 0.79313862323761
66353.5 12357.0869140625 1.99838054180145
66353.140625 12379.23046875 2.28324961662292
66356.4375 12327.3974609375 1.61371886730194
66357.3984375 12398.82421875 2.68015313148499
66360.375 12347.09375 1.87474381923676
66360.46875 12367.12890625 2.14454436302185
66373.9921875 12386.248046875 2.50587773323059
66428.8046875 12193.923828125 0.251972198486328
